56 2980
23 3 611
23 4 242
23 5 1043
23 6 113
23 7 570
23 8 30
23 9 228
23 10 373
23 11 346
23 12 38
23 13 5
23 14 11
23 15 1507
23 16 752
23 17 919
23 18 679
23 19 921
23 20 262
23 21 218
23 22 4927
23 24 201
23 25 755
23 26 242
23 27 1255
23 28 439
23 29 663
23 30 342
23 31 5
23 32 301
23 33 139
23 34 201
23 35 58
23 36 70
23 37 141
23 38 9
23 39 182
23 40 54
23 41 72
23 42 14
23 43 93
23 44 136
23 45 1530
23 46 165
23 47 157
23 48 148
23 49 62
23 50 2
23 51 944
23 52 14
23 53 8
23 54 150
23 55 55
24 0 15
24 1 74
24 2 43
24 3 203
24 4 63
24 5 154
24 6 24
24 7 161
24 8 32
24 9 228
24 10 162
24 11 47
24 12 17
24 14 4
24 15 379
24 16 385
24 17 743
24 18 155
24 19 397
24 20 69
24 21 101
24 22 3072
24 23 39
24 25 105
24 26 207
24 27 1041
24 28 178
24 29 164
24 30 52
24 31 3
24 32 187
24 33 55
24 34 62
24 35 18
24 36 56
24 37 218
24 38 5
24 39 140
24 40 41
24 41 12
24 42 2
24 43 165
24 44 114
24 45 818
24 46 216
24 47 183
24 48 79
24 49 7
24 50 2
24 51 563
24 52 18
24 54 133
24 55 12
25 0 63
25 1 208
25 2 49
25 3 365
25 4 171
25 5 1255
25 6 141
25 7 698
25 8 24
25 9 169
25 10 239
25 11 465
25 12 40
25 13 2
25 14 14
25 15 826
25 16 554
25 17 596
25 18 370
25 19 602
25 20 195
25 21 190
25 22 2614
25 23 242
25 24 132
25 26 257
25 27 816
25 28 279
25 29 391
25 30 194
25 31 14
25 32 222
25 33 123
25 34 184
25 35 51
25 36 42
25 37 112
25 38 8
25 39 118
25 40 40
25 41 38
25 42 14
25 43 97
25 44 109
25 45 901
25 46 113
25 47 113
25 48 162
25 49 41
25 50 14
25 51 506
25 52 6
25 53 7
25 54 102
25 55 35
26 0 39
26 1 134
26 2 59
26 3 333
26 4 113
26 5 389
26 6 71
26 7 313
26 8 34
26 9 324
26 10 238
26 11 101
26 12 26
26 13 2
26 14 5
26 15 922
26 16 1022
26 17 1275
26 18 268
26 19 989
26 20 247
26 21 209
26 22 4584
26 23 93
26 24 487
26 25 226
26 27 1506
26 28 297
26 29 307
26 30 99
26 31 3
26 32 570
26 33 198
26 34 184
26 35 80
26 36 201
26 37 653
26 38 21
26 39 141
26 40 41
26 41 21
26 42 18
26 43 520
26 44 462
26 45 2068
26 46 517
26 47 335
26 48 222
26 49 15
26 50 3
26 51 969
26 52 17
26 53 5
26 54 139
26 55 18
27 0 16
27 1 38
27 2 23
27 3 124
27 4 61
27 5 124
27 6 32
27 7 106
27 8 12
27 9 113
27 10 129
27 11 33
27 12 5
27 14 3
27 15 332
27 16 395
27 17 825
27 18 96
27 19 229
27 20 52
27 21 55
27 22 2285
27 23 31
27 24 187
27 25 103
27 26 197
27 28 124
27 29 132
27 30 43
27 31 6
27 32 104
27 33 28
27 34 38
27 35 20
27 36 40
27 37 85
27 38 5
27 39 114
27 40 23
27 41 9
27 42 3
27 43 54
27 44 52
27 45 450
27 46 104
27 47 85
27 48 37
27 49 5
27 50 2
27 51 410
27 52 10
27 53 1
27 54 94
27 55 4
28 0 40
28 1 143
28 2 71
28 3 450
28 4 182
28 5 237
28 6 33
28 7 117
28 8 27
28 9 235
28 10 279
28 11 36
28 12 10
28 15 393
28 16 311
28 17 354
28 18 167
28 19 359
28 20 74
28 21 58
28 22 2099
28 23 63
28 24 87
28 25 137
28 26 123
28 27 549
28 29 372
28 30 147
28 31 5
28 32 89
28 33 27
28 34 35
28 35 18
28 36 27
28 37 61
28 38 2
28 39 91
28 40 33
28 41 15
28 42 5
28 43 31
28 44 44
28 45 714
28 46 72
28 47 48
28 48 31
28 49 13
28 50 2
28 51 396
28 52 8
28 53 1
28 54 96
28 55 4
29 0 89
29 1 311
29 2 96
29 3 701
29 4 319
29 5 569
29 6 79
29 7 490
29 8 31
29 9 419
29 10 448
29 11 167
29 12 23
29 13 1
29 14 10
29 15 1027
29 16 777
29 17 957
29 18 558
29 19 696
29 20 259
29 21 171
29 22 5067
29 23 203
29 24 249
29 25 421
29 26 300
29 27 1316
29 28 581
29 30 474
29 31 12
29 32 220
29 33 82
29 34 110
29 35 34
29 36 65
29 37 166
29 38 7
29 39 193
29 40 50
29 41 65
29 42 9
29 43 88
29 44 117
29 45 1463
29 46 159
29 47 128
29 48 85
29 49 37
29 50 5
29 51 1154
29 52 19
29 53 7
29 54 196
29 55 25
30 0 104
30 1 374
30 2 100
30 3 798
30 4 432
30 5 402
30 6 58
30 7 306
30 8 36
30 9 407
30 10 462
30 11 136
30 12 25
30 13 2
30 14 4
30 15 841
30 16 573
30 17 666
30 18 396
30 19 599
30 20 192
30 21 126
30 22 3701
30 23 185
30 24 149
30 25 351
30 26 156
30 27 975
30 28 439
30 29 710
30 31 6
30 32 157
30 33 55
30 34 92
30 35 20
30 36 43
30 37 115
30 38 3
30 39 140
30 40 61
30 41 45
30 42 8
30 43 60
30 44 65
30 45 1226
30 46 108
30 47 80
30 48 66
30 49 28
30 50 3
30 51 779
30 52 12
30 53 1
30 54 192
30 55 30
31 3 4
31 5 3
31 6 2
31 7 4
31 9 1
31 10 2
31 11 2
31 15 8
31 16 9
31 17 5
31 18 5
31 19 7
31 20 4
31 22 15
31 23 1
31 24 4
31 25 2
31 26 9
31 27 13
31 28 1
31 29 3
31 30 1
31 32 5
31 33 2
31 34 1
31 35 2
31 36 1
31 37 3
31 38 1
31 40 2
31 43 1
31 44 4
31 45 22
31 46 1
31 47 3
31 48 3
31 51 5
32 0 20
32 1 88
32 2 32
32 3 200
32 4 63
32 5 355
32 6 71
32 7 321
32 8 23
32 9 149
32 10 172
32 11 83
32 12 38
32 14 5
32 15 668
32 16 581
32 17 613
32 18 198
32 19 705
32 20 179
32 21 286
32 22 2443
32 23 76
32 24 211
32 25 224
32 26 451
32 27 825
32 28 197
32 29 252
32 30 61
32 31 9
32 33 204
32 34 181
32 35 69
32 36 220
32 37 345
32 38 11
32 39 137
32 40 20
32 41 9
32 42 14
32 43 330
32 44 248
32 45 1373
32 46 225
32 47 161
32 48 201
32 49 13
32 50 2
32 51 532
32 52 7
32 53 1
32 54 95
32 55 19
33 0 32
33 1 111
33 2 37
33 3 241
33 4 127
33 5 657
33 6 128
33 7 533
33 8 30
33 9 191
33 10 186
33 11 168
33 12 57
33 13 1
33 14 11
33 15 1114
33 16 807
33 17 749
33 18 274
33 19 1063
33 20 278
33 21 352
33 22 3103
33 23 119
33 24 300
33 25 386
33 26 544
33 27 1221
33 28 237
33 29 260
33 30 72
33 31 8
33 32 984
33 34 408
33 35 141
33 36 355
33 37 502
33 38 24
33 39 144
33 40 42
33 41 21
33 42 19
33 43 549
33 44 367
33 45 2402
33 46 294
33 47 252
33 48 414
33 49 18
33 50 7
33 51 645
33 52 18
33 53 8
33 54 77
33 55 21
34 0 20
34 1 79
34 2 23
34 3 165
34 4 86
34 5 588
34 6 140
34 7 474
34 8 10
34 9 129
34 10 156
34 11 164
34 12 48
34 13 3
34 14 7
34 15 764
34 16 444
34 17 578
34 18 209
34 19 784
34 20 183
34 21 267
34 22 1719
34 23 73
34 24 169
34 25 386
34 26 316
34 27 757
34 28 146
34 29 170
34 30 53
34 31 25
34 32 406
34 33 177
34 35 131
34 36 116
34 37 217
34 38 7
34 39 89
34 40 24
34 41 15
34 42 19
34 43 226
34 44 168
34 45 1355
34 46 166
34 47 100
34 48 280
34 49 9
34 50 4
34 51 366
34 52 5
34 54 52
34 55 40
35 0 23
35 1 100
35 2 42
35 3 215
35 4 104
35 5 836
35 6 153
35 7 592
35 8 14
35 9 154
35 10 190
35 11 234
35 12 83
35 13 2
35 14 23
35 15 1266
35 16 646
35 17 586
35 18 204
35 19 1242
35 20 195
35 21 226
35 22 1942
35 23 88
35 24 228
35 25 508
35 26 390
35 27 891
35 28 187
35 29 219
35 30 77
35 31 20
35 32 629
35 33 228
35 34 408
35 36 146
35 37 278
35 38 21
35 39 120
35 40 23
35 41 19
35 42 26
35 43 325
35 44 159
35 45 2166
35 46 198
35 47 157
35 48 459
35 49 14
35 50 17
35 51 520
35 52 13
35 53 4
35 54 55
35 55 88
36 0 12
36 1 35
36 2 31
36 3 102
36 4 51
36 5 156
36 6 26
36 7 115
36 8 8
36 9 95
36 10 97
36 11 44
36 12 6
36 14 2
36 15 305
36 16 289
36 17 249
36 18 64
36 19 334
36 20 93
36 21 66
36 22 848
36 23 27
36 24 160
36 25 92
36 26 233
36 27 366
36 28 67
36 29 93
36 30 23
36 31 8
36 32 323
36 33 79
36 34 44
36 35 19
36 37 198
36 38 10
36 39 33
36 40 9
36 41 4
36 42 6
36 43 198
36 44 148
36 45 744
36 46 104
36 47 91
36 48 70
36 49 4
36 50 1
36 51 200
36 52 3
36 54 35
36 55 12
37 0 16
37 1 47
37 2 19
37 3 151
37 4 54
37 5 156
37 6 22
37 7 117
37 8 8
37 9 117
37 10 114
37 11 41
37 12 8
37 13 1
37 14 3
37 15 391
37 16 421
37 17 365
37 18 84
37 19 435
37 20 92
37 21 70
37 22 1659
37 23 29
37 24 293
37 25 108
37 26 396
37 27 636
37 28 86
37 29 124
37 30 25
37 31 4
37 32 306
37 33 101
37 34 62
37 35 30
37 36 115
37 38 23
37 39 81
37 40 16
37 41 6
37 42 5
37 43 260
37 44 175
37 45 893
37 46 219
37 47 217
37 48 81
37 49 7
37 50 1
37 51 417
37 52 5
37 53 2
37 54 74
37 55 17
38 0 7
38 1 16
38 2 10
38 3 66
38 4 16
38 5 100
38 6 28
38 7 66
38 8 1
38 9 88
38 10 74
38 11 20
38 12 6
38 13 1
38 14 5
38 15 217
38 16 198
38 17 171
38 18 38
38 19 259
38 20 38
38 21 39
38 22 800
38 23 16
38 24 180
38 25 34
38 26 215
38 27 322
38 28 44
38 29 46
38 30 12
38 31 7
38 32 162
38 33 60
38 34 35
38 35 18
38 36 93
38 37 215
38 39 22
38 40 11
38 41 4
38 42 2
38 43 167
38 44 100
38 45 461
38 46 87
38 47 100
38 48 40
38 49 3
38 50 4
38 51 157
38 52 7
38 54 12
38 55 7
39 0 28
39 1 119
39 2 69
39 3 290
39 4 140
39 5 185
39 6 31
39 7 150
39 8 50
39 9 382
39 10 303
39 11 50
39 12 17
39 13 1
39 14 3
39 15 564
39 16 474
39 17 1007
39 18 164
39 19 545
39 20 94
39 21 89
39 22 4425
39 23 49
39 24 435
39 25 116
39 26 288
39 27 1420
39 28 249
39 29 215
39 30 64
39 31 4
39 32 195
39 33 79
39 34 55
39 35 39
39 36 49
39 37 224
39 38 10
39 40 114
39 41 12
39 42 3
39 43 148
39 44 144
39 45 858
39 46 189
39 47 180
39 48 90
39 49 19
39 50 8
39 51 839
39 52 20
39 53 2
39 54 182
39 55 10
40 0 25
40 1 101
40 2 64
40 3 280
40 4 158
40 5 169
40 6 21
40 7 151
40 8 102
40 9 416
40 10 323
40 11 47
40 12 15
40 14 1
40 15 409
40 16 352
40 17 537
40 18 126
40 19 451
40 20 85
40 21 57
40 22 2668
40 23 41
40 24 274
40 25 122
40 26 186
40 27 876
40 28 198
40 29 196
40 30 43
40 31 2
40 32 153
40 33 62
40 34 47
40 35 24
40 36 56
40 37 144
40 38 7
40 39 218
40 41 5
40 42 1
40 43 98
40 44 72
40 45 853
40 46 126
40 47 125
40 48 53
40 49 3
40 50 3
40 51 560
40 52 34
40 53 6
40 54 232
40 55 9
41 0 50
41 1 194
41 2 48
41 3 358
41 4 170
41 5 401
41 6 41
41 7 242
41 8 17
41 9 218
41 10 187
41 11 153
41 12 26
41 13 2
41 14 2
41 15 657
41 16 499
41 17 475
41 18 375
41 19 492
41 20 116
41 21 85
41 22 3052
41 23 199
41 24 79
41 25 318
41 26 133
41 27 670
41 28 257
41 29 467
41 30 228
41 31 2
41 32 118
41 33 48
41 34 55
41 35 16
41 36 22
41 37 77
41 38 4
41 39 74
41 40 32
41 42 4
41 43 58
41 44 58
41 45 926
41 46 80
41 47 48
41 48 56
41 49 25
41 50 1
41 51 525
41 52 3
41 53 1
41 54 97
41 55 22
42 0 4
42 1 29
42 2 8
42 3 37
42 4 29
42 5 174
42 6 22
42 7 133
42 8 6
42 9 50
42 10 64
42 11 43
42 12 17
42 13 1
42 14 3
42 15 313
42 16 153
42 17 163
42 18 71
42 19 278
42 20 57
42 21 75
42 22 599
42 23 15
42 24 75
42 25 114
42 26 116
42 27 267
42 28 54
42 29 51
42 30 17
42 31 4
42 32 181
42 33 62
42 34 126
42 35 67
42 36 32
42 37 114
42 38 1
42 39 39
42 40 12
42 41 6
42 43 88
42 44 61
42 45 587
42 46 58
42 47 50
42 48 137
42 49 7
42 50 8
42 51 130
42 53 1
42 54 17
42 55 12
43 0 5
43 1 47
43 2 11
43 3 107
43 4 29
43 5 144
43 6 16
43 7 125
43 8 6
43 9 82
